,w1,w2,predict,actual
458,ผลไม้รสเปรี้ยว,ส้มโอ,0.6083446,2.28
459,พระราชินิวิคตอเรีย,ประเทศอังกฤษ,0.4548689,2.23
460,กีฬาโอลิมปิก,น้ำใจ,0.15737434,1.13
461,บาทหลวง,มุสลิม,0.3498466,1.3
462,มนุษย์,ผู้ต้องสงสัย,0.2718673,0.89
463,อุกกาบาต,โลก,0.35939366,1.39
464,สัญลักษณ์,สัญญาณ,0.2533906,2.42
465,มานุษยวิทยา,นิวยอร์ก,0.22915225,0.27
466,พระอาทิตย์ตก,โต๊ะ,0.21973908,0.0
467,เมือง,เมืองใหญ่,0.68491733,3.28
468,แจ็กเก็ต,น้ำแร่,0.1335011,0.0
469,ธรรมชาติ,พืชพรรณ,0.5797926,2.45
470,ซับรูทีน,คอมไพเลอร์,0.39112648,1.31
471,เมืองฮอมาดอน,กรุงโรม,0.5942617,1.36
472,ร่ม,เครื่องทำความร้อน,0.2997101,0.39
473,เกียรติ,เคารพนับถือ,0.35812274,2.44
474,เหรียญตรา,เกียรติ,0.39593437,2.19
475,เคเอฟซี,แมคโดนัลด์,0.59715134,3.17
476,จอยสติ๊ก,เรดาร์,0.30538,0.83
477,ข้าวบาสมาติก,ข้าวหอมมะลิ,0.66462797,3.08
478,เหรียญ,ผู้ฝึก,0.14757106,0.77
479,กฎ,สระว่ายน้ำ,0.09252242,1.14
480,ที่มา,กล่อง,0.17413281,0.16
481,โรงละคร,แบตเตอรี่,0.1408942,0.0
482,พืชพรรณ,เว็บเบราเซอร์,0.25188038,0.0
483,เสื้อเชิ้ต,เสื้อไหมพรม,0.71080834,2.89
484,บทกวี,จังหวะ,0.21927004,1.25
485,ศาสดา,นักบวช,0.5476613,2.08
486,รางวัลออสการ์,สนามกีฬา,0.19890696,0.06
487,แบคแกมมอน,โก,0.24797678,0.47
488,ผีเสื้อ,กุหลาบ,0.3542918,1.23
489,รั้ว,กระโดด,0.2929692,0.98
490,ลัทธิทำลาย,ภาพยนตร์,0.30699036,0.19
491,ดาวเคราะห์น้อย ,ดาว,0.48134986,3.02
492,จลาจล,การวาดภาพ,0.18323123,0.13
493,ชุดชั้นใน,ร่างกาย,0.20713383,1.2
494,โบอิ้ง,เครื่องบิน,0.59433705,2.84
495,นักแสดงรับเชิญผ่านหน้ากล้อง,การแสดง,0.518759,2.39
496,ภาคการศึกษา,เทอม,0.46423203,3.78
497,ส้ม,สกุลส้ม,0.46916288,1.92
498,ธารน้ำแข็ง,ภาวะโลกร้อน,0.46229133,1.59
499,อุโมงค์,เส้นทาง,0.40726686,1.84
