,w1,w2,predict,actual
514,หัวหน้า,นายกเทศมนตรี,0.40253323,3.54
515,นักบวช,รัฐมนตรี,0.20701315,0.21
516,เมตร,นิ้ว,0.5500914,3.85
517,ใยสังเคราะห์,ฝ้าย,0.50203836,3.85
518,ทนายความ,นายธนาคาร,0.4253738,0.52
519,ไวโอลิน,เครื่องดนตรี,0.6856629,5.21
520,ค่าย,กระท่อม,0.23757291,1.46
521,หม้อ,เครื่องใช้,0.38707104,4.17
522,ผ้าลินิน,ผ้า,0.7658007,5.94
523,วิสกี้,แชมเปญ,0.4245927,5.1
524,เด็กผู้หญิง,เด็ก,0.64714867,5.63
525,กระท่อม,กระท่อม,1.0,10.0
526,นก,แม่ไก่,0.38057998,3.33
527,เสียงรบกวน,สัญญาณรบกวน,0.78047377,6.46
528,พระอาทิตย์ตก,ตอนเย็น,0.46727812,5.31
529,ละอองฝน,ฝน,0.57853043,6.25
530,ผู้ใหญ่,ทารก,0.46541837,1.88
531,ถ่าน,ถ่านหิน,0.6313748,5.94
532,ร่างกาย,กระดูกสันหลัง,0.4650841,2.71
533,หัว,เล็บ,0.2830692,2.29
534,ท่อนซุง,ไม้,0.45508796,5.52
535,ช้อน,ถ้วย,0.38008606,3.33
536,ร่างกาย,เส้นประสาท,0.47915623,3.33
537,ผู้ชาย,สามี,0.43138567,3.54
538,กระดูก,คอ,0.33786958,2.71
539,ความผิดหวัง,ความโกรธ,0.5474627,2.81
540,แม่น้ำ,ทะเล,0.48496178,4.06
541,ภารกิจ,งาน,0.26434156,6.04
542,สโมสร,สังคม,0.12351304,4.06
543,ภาพสะท้อน,ภาพ,0.6203986,4.27
544,เจ้าชาย,กษัตริย์,0.5618224,4.27
545,หิมะ,สภาพอากาศ,0.46831384,4.38
546,คน,พรรค,0.2382427,1.56
547,เด็กผู้ชาย,พี่น้องชาย,0.33246246,3.23
548,ราก,หญ้า,0.31124088,2.92
549,คิ้ว,ตา,0.24460463,3.13
550,เงิน,ไข่มุก,0.20943868,2.19
551,เงิน,เพชร,0.3052682,2.19
552,พาหนะ,รถบัส,0.44023895,5.42
553,แท็กซี่,รถบัส,0.6100731,4.58
554,บ้าน,ยุ้งฉาง,0.42394808,2.19
555,นิ้วมือ,ฝ่ามือ,0.56823593,3.23
556,รถยนต์,สะพาน,0.26615605,1.56
557,ความพยายาม,ความยาก,0.4437264,2.5
558,ความจริง,เข้าใจ,0.56142884,1.04
559,งาน,การจัดการ,0.26112303,2.4
560,มะเร็ง,โรคภัย,0.4567838,5.21
561,คำ,หนังสือพิมพ์,0.2115855,1.98
562,นักแต่งเพลง,นักเขียน,0.6238139,4.79
563,นักแสดงชาย,นักร้อง,0.63406813,3.13
564,ที่พัก,กระท่อม,0.44369236,5.52
565,ห้องน้ำ,ห้องครัว,0.74090904,3.54
566,กระท่อม,กระท่อม,1.0,10.0
567,ประตู,ห้องครัว,0.32733163,1.88
568,คุณค่า,ความเชื่อ,0.40270668,1.67
569,ภูมิปัญญา,ความฉลาด,0.4826475,4.48
570,ความไม่รู้,ความฉลาด,0.52727914,1.15
571,ความสุข,โชคดี,0.31922975,2.29
572,ความคิด,โครงการ,0.28404403,1.35
573,อารมณ์,อารมณ์,1.0,8.96
574,ความสุข,ความสงบ,0.38128287,3.75
575,สิ้นหวัง,ความทุกข์ยาก,0.58693886,4.06
576,ตรรกะ,คณิตศาสตร์,0.4715464,5.31
577,ปฏิเสธ,ยอมรับ,0.61444974,1.77
578,ข้อโต้แย้ง,คำวิจารณ์,0.32281542,3.65
579,การรุกราน,การมุ่งร้าย,0.5278981,5.73
580,ความบ้าคลั่ง,ความสับสน,0.5590805,2.81
581,เคมี,ทฤษฎี,0.3820684,2.6
582,การทดลอง,คำตัดสิน,0.17628394,1.04
583,ความสะดวกสบาย,ความปลอดภัย,0.5030511,2.71
584,ความมั่นใจ,ตนเอง,0.4485559,1.15
585,วิสัยทัศน์,การรับรู้,0.3386193,1.35
586,ยุคสมัย,ทศวรรษ ,0.33898133,3.65
587,ชีวประวัติ,นวนิยาย,0.52794605,2.6
588,การอภิปราย,ข้อโต้แย้ง,0.4873281,3.75
589,รหัส,สัญลักษณ์,0.27582914,3.65
590,อันตราย,โรค,0.30945262,3.33
591,อุบัติเหตุ,ภัยพิบัติ,0.50183344,3.54
592,การเดินทาง,การเดินทาง,1.0,10.0
593,กิจกรรม,การเคลื่อนไหว,0.40558147,3.85
594,การนินทา,ข่าว,0.33706406,2.08
595,พ่อ,พระเจ้า,0.28484556,0.73
596,การกระทำ,หลักสูตร,0.14492725,0.73
597,ไข้,ความเจ็บป่วย,0.5129295,6.35
598,การบิน,เที่ยวบิน,0.70761627,5.31
599,เกม,การกระทำ,0.20197909,1.67
600,โมเลกุล,อากาศ,0.2797962,2.92
601,บ้าน,รัฐ,0.1411826,0.63
602,คำ,วรรณกรรม,0.3018979,2.71
603,ผู้ใหญ่,ผู้ปกครอง,0.31380838,5.21
604,หนังสือพิมพ์,ข่าวสาร,0.43867436,5.83
605,การสื่อสาร,โทรทัศน์,0.3790505,3.65
606,ลูกพี่ลูกน้อง,ลุง,0.4490087,2.92
607,ผู้เขียน,ผู้อ่าน,0.5560629,3.13
608,ผู้ชาย,หุ้นส่วน,0.19096307,0.73
609,พื้นที่,มุม,0.23682353,2.08
610,บทกวี,เพลง,0.43517455,3.96
611,ผนัง,การตกแต่ง,0.56767315,2.6
612,คำ,หน้า,0.19336034,0.63
613,พยาบาล,นักวิทยาศาสตร์,0.2962436,1.88
614,นักการเมือง,ประธาน,0.3769106,1.67
615,ประธาน,นายกเทศมนตรี,0.43297467,2.81
616,หนังสือ,เรียงความ,0.4905501,3.23
617,ผู้ชาย,นักรบ,0.38896668,2.5
618,บทความ,วารสาร,0.61297876,5.21
619,อาหารเช้า,อาหารเย็น,0.85727906,4.06
620,ฝูงชน,ขบวนแห่,0.3701372,3.65
621,ทางเดินระหว่างที่นั่ง,ห้องโถง,0.5382717,2.71
622,ครู,อาจารย์ในศาสนายิว,0.5633958,4.48
623,สะโพก,ริมฝีปาก,0.45707765,2.5
624,หนังสือ,บทความ,0.41455573,4.48
625,ห้อง,เซลล์,0.19004805,0.63
626,กล่อง,บูธ,0.29546604,0.83
627,ลูกสาว,เด็ก,0.33736086,3.65
628,แขนขา,ขา,0.65089345,3.85
629,ตับ,ปอด,0.5806476,3.65
630,ห้องเรียน,ห้องโถง,0.5157197,2.29
631,ภูเขา,หิ้ง,0.4257337,0.21
632,รถยนต์,ลิฟต์,0.33233595,0.21
633,เตียง,โซฟา,0.36751297,3.23
634,เสื้อผ้า,กระดุม,0.45943424,3.54
635,เสื้อผ้า,เสื้อคลุม,0.61802846,5.0
636,ไต,อวัยวะ,0.25302452,4.27
637,แอปเปิ้ล,ซอส,0.34932408,0.31
638,ไก่,สเต็ก,0.3406789,3.02
639,รถ,ท่อ,0.25314826,2.5
640,ยาสูบ,บุหรี่,0.5947849,7.08
641,นักเรียน,ศาสตราจารย์,0.281119,3.13
642,ทารก,ลูกสาว,0.3077217,3.33
643,ท่อ,ซิการ์,0.26944572,0.63
644,นม,น้ำผลไม้,0.5853377,2.5
645,กล่อง,บุหรี่,0.2741116,1.67
646,อพาร์ทเม้น,โรงแรม,0.5297007,5.63
647,ถ้วย,รูปกรวย,0.29133528,1.35
648,ม้า,วัว,0.569701,3.23
649,ลำคอ,จมูก,0.644168,3.44
650,กระดูก,ฟัน,0.47073236,3.75
651,กระดูก,ข้อศอก,0.5887008,3.54
652,เบคอน,ถั่ว,0.1862724,1.67
653,ถ้วย,โถ,0.40737224,2.71
654,พิสูจน์,ความจริง,0.5377512,4.27
655,การแต่งตั้ง,การหมั้น,0.37559068,0.94
656,วันเกิด,ปี,0.34789193,2.5
657,คำ,เงื่อนงำ,0.20249654,0.73
658,ผู้เขียน,ผู้สร้าง,0.47251475,3.75
659,อะตอม,คาร์บอน,0.6116732,3.23
660,หัวหน้าบาทหลวง,พระราชาคณะ,0.48012355,3.85
661,จดหมาย,ย่อหน้า,0.3175352,2.71
662,หน้ากระดาษ,ย่อหน้า,0.38479313,2.4
663,หอสูง,โบสถ์,0.40587512,1.56
664,กล้ามเนื้อ,กระดูก,0.5735834,3.33
665,กล้ามเนื้อ,ลิ้น,0.44399804,3.23
666,เด็กผู้ชาย,ทหาร,0.30637428,1.77
667,หน้าท้อง,ส่วนท้อง,0.31542516,5.42
668,ผู้ชาย,เด็กหญิง,0.5309836,2.08
669,เตียง,เก้าอี้,0.4233614,2.92
670,เสื้อผ้า,แจ็คเก็ต,0.4952979,5.42
671,ปืน,มีด,0.38281226,3.96
672,ดีบุก,โลหะ,0.5628119,4.48
673,ขวด,ภาชนะ,0.52342916,4.9
674,แม่ไก่,ไก่งวง,0.5677335,4.48
675,เนื้อ,ขนมปัง,0.365323,2.5
676,แขน,กระดูก,0.4383096,3.54
677,คอ,กระดูกสันหลัง,0.31465468,3.65
678,แอปเปิ้ล,มะนาว,0.433583,2.71
679,ความทุกข์ทรมาน,ความเศร้าโศก,0.6847268,5.42
680,การบ้าน,ภารกิจ,0.2866385,4.48
681,กลางคืน,รุ่งอรุณ,0.37302753,2.71
682,อาหารเย็น,ซุป,0.50592214,2.6
683,ลูกวัว,วัว,0.67633903,5.94
684,หิมะ,พายุ,0.3749497,3.33
685,เล็บ,มือ,0.43004015,3.54
686,สุนัข,ม้า,0.50508654,2.4
687,แขน,คอ,0.30777127,2.81
688,ลูกบอล,ถุงมือ,0.44244966,1.56
689,ไข้หวัด,ไข้,0.6803662,7.19
690,ค่าธรรมเนียม,เงินเดือน,0.53072685,0.83
691,เส้นประสาท,สมอง,0.6293185,4.17
692,สัตว์ป่า,สัตว์,0.5508645,6.77
693,อาหารเย็น,ไก่,0.4206956,1.77
694,เด็กหญิง,แม่บ้าน,0.489942,1.04
695,เด็ก,เด็กผู้ชาย,0.64884937,5.83
696,แอลกอฮอล์,ไวน์,0.44013894,6.15
697,จมูก,ปาก,0.5916751,3.44
698,ถนน,รถ,0.3580957,3.02
699,ระฆัง,ประตู,0.23858674,0.1
700,กล่อง,หมวก,0.36707312,0.1
701,ความเชื่อ,ความประทับใจ,0.25286284,0.52
702,อคติ,ความคิดเห็น,0.5006581,1.15
703,ความสนใจ,ความตระหนัก,0.51454604,2.4
704,ความโกรธ,อารมณ์,0.5594985,4.69
705,ความงดงาม,สไตล์,0.37641656,2.19
706,ความงาม,อายุ,0.15586396,1.67
707,หนังสือ,กระทู้,0.2967781,1.04
708,เพื่อน,มารดา,0.33892727,0.94
709,วิตามิน,เหล็ก,0.3251525,1.98
710,รถ,โรงงาน,0.29815203,1.56
711,ข้อตกลง,เงื่อนไข,0.5118849,7.19
712,บท,ทางเลือก,0.08423719,0.42
713,คณิตศาสตร์,จังหวะ,0.08079668,0.0
714,ผู้ชนะ,การมีอยู่,0.023363125,0.0
715,ความเชื่อ,ดอกไม้,0.19097815,0.1
716,ผู้ชนะ,เป้าหมาย,0.21860248,1.67
717,เคล็ดลับ,ขนาด,0.04016397,0.42
718,ทางเลือก,หลอดเลือดดำ,0.35527235,0.0
719,เพลงสรรเสริญ,ชัยชนะ,0.35974938,1.77
720,ทนทาน,วงดนตรี,0.071548924,0.0
721,คุก,ทางเลือก,-0.0018749664,0.1
722,เงื่อนไข,เด็กผู้ชาย,0.10624546,0.0
723,ดอกไม้,ความอดทน,0.18980485,0.0
724,หลุม,ข้อตกลง,0.09728037,0.0
725,แพทย์,อารมณ์,0.14867674,0.1
726,ชมรม,ประตู,0.08694569,0.0
727,ภารกิจ,ผู้หญิง,0.1398631,0.0
728,ชมรม,กีฬาเบสบอล,0.39805794,2.92
729,เหรียญเซนต์,ขนาด,0.179176,0.31
730,การมี,ประตู,0.108708665,0.21
731,หนู,การจัดการ,0.07495153,0.0
732,ภารกิจ,ทางหลวง,0.23026681,0.0
733,สุรา,ศตวรรษ,0.11040555,0.21
734,ภารกิจ,ฟางข้าว,0.1558378,0.0
735,เกาะ,ภารกิจ,0.16538453,0.0
736,กลางคืน,บท,0.11767661,0.0
737,มลพิษ,ประธาน,0.034916874,0.21
738,ปืน,เคล็ดลับ,0.18811584,0.31
739,อ่างอาบน้ำ,เล่ห์เหลี่ยม,0.13968498,0.0
740,อาหาร,แอปเปิ้ล,0.30971044,3.23
741,เหรียญเซนต์,ภรรยา,0.18879877,0.0
742,บท,หาง,0.16038483,0.0
743,หลักสูตร,กระเพาะอาหาร,0.16287139,0.0
744,เพลงสรรเสริญ,ฟางข้าว,0.16412474,0.0
745,ทันตแพทย์,พันเอก,0.3338439,0.42
746,ภรรยา,ฟางข้าว,0.14427638,0.0
747,หลุม,ภรรยา,0.16859981,0.0
748,นักเรียน,ประธาน,0.22901796,1.15
749,อ่างอาบน้ำ,ภรรยา,0.28520176,0.31
750,คน,เหรียญเซนต์,0.23942454,0.0
751,สูตร,บันทึก,0.15871322,1.15
752,สุภาพสตรี,ขนสัตว์,0.28802338,0.21
753,แอปเปิ้ล,แสงอาทิตย์,0.1974722,0.0
754,ปืน,รุ่งอรุณ,0.08584647,0.0
755,อาหาร,เอว,0.17871574,0.21
756,กล้องถ่ายรูป,ประธาน,0.11193269,0.0
757,สุรา,วงดนตรี,0.12592168,1.04
758,พุง,เส้นเลือด,0.2113566,2.08
759,ปืน,ขนสัตว์,0.21212639,0.1
760,โซฟา,เบสบอล,0.12266815,0.0
761,แรงงาน,กล้องถ่ายรูป,0.12585013,0.21
762,ชั้น,หนู,0.15511085,0.1
763,ข้าว,เด็กผู้ชาย,0.21739332,0.0
764,คน,ปืน,0.21240793,0.42
765,หน้าผา,หาง,0.32426286,0.0
766,ข้อเท้า,หน้าต่าง,0.24252865,0.0
767,เจ้าหญิง,เกาะ,0.20006998,0.0
768,ภาชนะ,เม้าส์,0.1602761,0.0
769,รถบรรทุก,ภาชนะ,0.33186767,0.31
770,คน,บอลลูน,0.13869874,0.21
771,ดอลลาร์,คน,0.27023125,0.52
772,อ่างอาบน้ำ,บอลลูน,0.3123307,0.0
773,กระเพาะอาหาร,ห้องนอน,0.21812935,0.0
774,จักรยาน,ห้องนอน,0.20427513,0.0
775,บันทึก,อ่างอาบน้ำ,0.1478944,0.0
776,ชาม,หาง,0.18790187,0.0
777,ไป,มา,0.50523233,2.08
778,หยิบ,ขโมย,0.43566036,2.71
779,ฟัง,ได้ยิน,0.55582845,6.25
780,คิด,ให้เหตุผล,0.34426522,3.85
781,เกิดขึ้น,เกิดขึ้น,1.0,10.0
782,หายไป,หายไป,0.9999999,10.0
783,คูณ,หาร,0.522998,4.17
784,วิงวอน,ร้องขอ,0.48036218,7.29
785,เริ่ม,ริเริ่มจาก,0.47734633,8.54
786,ป้องกัน,แก้ต่าง,0.33074057,2.81
787,ฆ่า,ทำลาย,0.5509276,4.79
788,สร้าง,ทำ,0.35422704,6.15
789,ยอมรับ,ปฏิเสธ,0.61444974,2.29
790,มองข้าม,หลบเลี่ยง,0.42036432,3.44
791,พกพา,นำมา,0.28518203,6.04
792,ออกจาก,เข้า,0.44160396,2.29
793,เลือก,เลือก,1.0,10.0
794,สูญเสีย,ล้มเหลว,0.39737865,3.96
795,ส่งเสริม,กีดกัน,0.29722655,1.56
796,บรรลุ,ทำสำเร็จ,0.39212126,7.5
797,ทำ,สร้าง,0.35422704,5.83
798,ฟัง,เชื่อฟัง,0.36596012,4.69
799,แจ้ง,แจ้งให้ทราบ,0.58893734,8.33
800,รับ,ให้,0.4162043,3.02
801,ยืม,ขอ,0.13210227,3.85
802,หยิบ,ได้รับ,0.15155724,2.29
803,แนะนำ,แนะนำ,1.0,10.0
804,เลียนแบบ,วาดภาพ,0.39095122,1.88
805,ชนะ,สำเร็จ,0.4246464,4.27
806,คิด,ตัดสิน,0.27636087,2.71
807,ทักทาย,พบ,0.2142021,2.29
808,เห็นด้วย,โต้เถียง,0.45139784,1.77
809,เพลิดเพลิน,ทำให้เพลิดเพลิน,0.93432236,6.46
810,ทำลาย,สร้าง,0.45480296,2.5
811,ประหยัด,ป้องกัน,0.17675357,0.42
812,ให้,ยืม,0.19889285,2.5
813,เข้าใจ,รับรู้,0.58820325,4.17
814,หยิบ,ได้รับ,0.15155724,2.4
815,ยอมรับ,รับทราบ,0.34584212,4.27
816,ตัดสินใจ,เลือก,0.4314367,5.63
817,ยอมรับ,เชื่อ,0.45057794,3.85
818,เก็บ,ครอบครอง,0.31192017,4.06
819,เตร่,ระเหเร่ร่อน,0.52712667,6.98
820,สำเร็จ,ล้มเหลว,0.43130082,1.98
821,ใช้จ่าย,ประหยัด,0.46850094,2.4
822,ออกจาก,ไป,0.51671463,4.17
823,มา,เข้าร่วม,0.28002074,3.33
824,ทราบ,เชื่อ,0.5259068,1.67
825,ชุมนุม,พบ,0.12612757,2.71
826,ทำ,ได้รับ,0.2433696,1.46
827,ลืม,มองข้าม,0.33140466,3.85
828,คูณ,บวก,0.3321814,4.06
829,หด,เติบโต,0.20671509,1.56
830,มาถึง,ออกจาก,0.43597767,1.56
831,สำเร็จ,ลอง,0.24992017,1.04
832,ยอมรับ,ปฏิเสธ,0.61444974,1.77
833,มาถึง,มา,0.4503748,5.31
834,เห็นด้วย,เห็นต่าง,0.54612,2.4
835,ส่ง,รับ,0.4839356,2.29
836,ชนะ,ครอบงำ,0.1963577,0.94
837,บวก,หาร,0.34772882,3.96
838,ฆ่า,สำลัก,0.41293868,0.21
839,ได้มา,ได้รับ,0.2988481,5.52
840,มีส่วนร่วม,เข้าร่วม,0.4605216,5.42
841,ออกจาก,คงอยู่,0.30968687,1.77
842,ไป,เข้า,0.41542777,2.71
843,เอา,พกพา,0.21292347,2.4
844,ลืม,เรียนรู้,0.33107066,1.56
845,แต่งตั้ง,เลือกตั้ง,0.45184243,3.44
846,ว่าจ้าง,แต่งงาน,0.3799649,0.1
847,ถาม,อธิษฐาน,0.3812044,0.52
848,ไป,ส่ง,0.41326416,1.98
849,เอา,ส่งมอบ,0.10623284,1.46
850,พูด,ได้ยิน,0.41050205,2.08
851,วิเคราะห์,ประเมินผล,0.5597803,4.48
852,โต้เถียง,คิดด้วยเหตุผล,0.38607657,1.98
853,เสียไป,เก็บไว้,0.37243083,1.56
854,เปรียบเทียบ,วิเคราะห์,0.5261264,4.27
855,ทำให้สับสน,จัดระเบียบ,0.30089715,1.46
856,ไป,อนุญาต,0.23720652,1.35
857,เอา,ครอบครอง,0.3344696,3.33
858,เรียนรู้,ฟัง,0.3207337,3.44
859,ทำลาย,สร้าง,0.45480296,2.08
860,สร้าง,สร้าง,1.0,10.0
861,ขโมย,ซื้อ,0.42241114,1.04
862,ฆ่า,แขวน,0.2264616,0.42
863,ลืม,รับรู้,0.24627274,1.25
864,สร้าง,จินตนาการ,0.29744738,1.46
865,ทำ,เกิดขึ้น,0.27711442,2.08
866,ชนะ,ทำสำเร็จ,0.3941859,5.1
867,ให้,ปฏิเสธ,0.36350977,1.77
868,คู่ควร,ได้รับ,0.2495493,2.6
869,ได้รับ,วาง,0.20457415,0.94
870,ตั้งอยู่,ค้นหา,0.097621076,0.31
871,ปรากฏ,เข้าร่วม,0.12499927,0.83
872,เข้าใจ,จับความ,0.31558654,3.13
873,แกล้งทำ,จินตนาการ,0.37190324,0.73
874,พอใจ,โปรด,0.35380462,3.65
875,หวงแหน,เก็บไว้,0.45689783,3.13
876,โต้เถียง,แตกต่าง,0.31465402,2.71
877,เอาชนะ,ครอบงำ,0.3003027,1.15
878,ประพฤติ,เชื่อฟัง,0.49386093,1.35
879,ร่วมมือกัน,มีส่วนร่วม,0.45350653,5.21
880,บรรลุ,พยายาม,0.29829344,1.98
881,ล้มเหลว,กีดกัน,0.2567724,0.83
882,เริ่ม,เลิก,0.41512272,1.98
883,พูด,มีส่วนร่วม,0.22662231,1.35
884,มา,พามา,0.5476528,3.13
885,ประกาศ,ประกาศ,0.99999994,10.0
886,อ่าน,เข้าใจ,0.4512128,2.4
887,หยิบ,จากไป,0.28415737,0.42
888,ประกาศ,ประกาศ,0.99999994,10.0
889,ได้รับ,ได้รับ,1.0,10.0
890,สรุป,ตัดสินใจ,0.17030886,3.54
891,โปรด,วิงวอน,0.38983104,3.23
892,โต้เถียง,พิสูจน์,0.34118882,0.94
893,ถาม,ขอร้อง,0.51594776,1.77
894,ค้นหา,สูญหาย,0.30139026,2.6
895,ตรวจ,ตรวจสอบ,0.6345377,7.29
896,ตรวจสอบ,แสดงเหตุผล,0.38598254,1.88
897,สมมติ,ทำนาย,0.28258553,3.44
898,เรียนรู้,ประเมิน,0.25441346,1.25
899,โต้เถียง,แสดงเหตุผล,0.4371416,3.44
900,สร้าง,กลายเป็น,0.3174762,0.73
901,ค้นพบ,ริเริ่มจาก,0.29805955,2.71
902,บรรลุ,สำเร็จ,0.41409153,6.98
903,ให้,วาง,0.23995246,1.35
904,เข้าใจ,ฟัง,0.45386755,1.98
905,ขยายตัว,เติบโต,0.54165894,6.25
906,ยืม,ขาย,0.27158767,0.63
907,เก็บไว้,ป้องกัน,0.27015457,1.77
908,อธิบาย,พิสูจน์,0.42580506,3.23
909,สันนิษฐาน,แกล้งทำ,0.19648495,0.42
910,เห็นด้วย,โปรด,0.2569601,0.73
911,ให้อภัย,ลืม,0.47036445,0.83
912,ขยายความ,อธิบาย,0.56093967,6.25
913,เข้าใจ,ให้อภัย,0.413874,2.4
914,เตือน,ลืม,0.28101733,1.98
915,ได้รับ,เหลืออยู่,0.24190307,0.78
916,ตระหนักถึง,ค้นพบ,0.22013865,1.35
917,ต้องการ,สอบถาม,0.29529333,0.83
918,มองข้าม,ถาม,0.4318742,0.52
919,คิด,สอบถาม,0.25098994,0.73
920,ปฏิเสธ,หลีกเลี่ยง,0.34860173,3.75
921,เถียง,ชักชวน,0.23068452,0.0
922,ไล่ตาม,โน้มน้าว,0.34710395,0.73
923,ยอมรับ,ยกโทษให้,0.47372746,1.98
924,ทำ,เลิก,0.28437328,1.25
925,สอบสวน,ตรวจสอบ,0.52056646,5.52
926,อภิปราย,อธิบาย,0.3849601,5.83
927,เป็นหนี้,ให้ยืม,0.4636407,2.5
928,สำรวจ,ค้นพบ,0.44449243,3.65
929,ร้องเรียน,โต้เถียง,0.3415071,1.77
930,ถอน,ปฏิเสธ,0.42711228,1.46
931,เก็บ,ยืม,0.20315178,1.35
932,ขอร้อง,ถาม,0.51594776,1.35
933,เตรียมการ,จัดระเบียบ,0.3464888,2.5
934,ลด,หด,0.30096164,5.21
935,พูด,รับทราบ,0.20766772,1.35
936,ให้,ยืม,0.19889285,1.67
937,ฆ่า,แก้ต่าง,0.39952135,0.21
938,หายไป,หด,0.36364272,0.94
939,ส่งมอบ,พกพา,0.21002205,0.0
940,หายใจ,สำลัก,0.5305446,2.29
941,รับทราบ,แจ้งให้ทราบ,0.6306908,3.23
942,กลายเป็น,ดูเหมือน,0.32894593,2.19
943,แกล้งทำ,ดูเหมือน,0.49544862,2.29
944,ทำสำเร็จ,กลายเป็น,0.3300617,0.83
945,คิด,คิด,0.99999994,10.0
946,กำหนด,ทำนาย,0.223866,1.98
947,โปรด,ทำให้เพลิดเพลิน,0.32365373,2.08
948,อยู่,คงอยู่,0.54678303,7.19
949,แกล้งทำ,วาดภาพ,0.32320035,0.1
950,ลืม,คงอยู่,0.30972394,0.21
951,ต้องการ,เลือก,0.46797803,2.92
952,สูญหาย,ได้มา,0.18390928,0.73
953,ลอง,คิด,0.24059615,1.35
954,กลายเป็น,ปรากฏ,0.29194325,2.4
955,ออกจาก,มองข้าม,0.20578513,1.04
956,ยอมรับ,แนะนำ,0.40736738,1.15
957,ออกจาก,ระเหเร่ร่อน,0.27051243,2.5
958,เก็บไว้,ให้,0.4258182,1.56
959,ให้,อนุญาต,0.4159899,3.65
960,นำมา,ส่ง,0.19546218,2.81
961,ซึมซับ,เรียนรู้,0.46300825,4.38
962,ศึกษา,ค้นหา,0.18680362,4.9
963,ออกจาก,ปรากฏ,0.17006114,0.0
964,สร้าง,ทำลาย,0.45480296,2.08
965,เริ่ม,ไป,0.36746734,1.15
966,ได้รับ,ซื้อ,0.21366335,1.98
967,สะสม,ประหยัด,0.22494781,2.71
968,แทนที่,ฟื้นฟู,0.2886243,1.46
969,เข้าร่วม,บวก,0.06587128,1.04
970,เข้าร่วม,แต่งงาน,0.3202532,0.31
971,ยอมรับ,ส่งมอบ,0.25638756,1.04
972,แนบ,เข้าร่วม,0.06707014,0.31
973,วาง,แขวน,0.327262,2.92
974,ไป,ขาย,0.25368768,0.42
975,สื่อสาร,อธิษฐาน,0.063345425,0.0
976,ให้,ขโมย,0.254478,1.04
977,เพิ่ม,สร้าง,0.37379733,3.54
978,นำมา,ฟื้นฟู,0.15866357,1.04
979,เข้าใจ,พอใจ,0.42300317,1.15
980,วาดภาพ,ตัดสินใจ,0.24695683,0.21
981,จัดระเบียบ,กลายเป็น,0.14767659,0.1
982,ให้,รู้,0.33267415,0.1
983,พูด,ตรวจสอบ,0.037777763,0.31
984,ร่วมมือ,เข้าร่วม,0.3997301,4.27
985,เตรียมการ,ต้องการ,0.34528893,1.35
986,ยืม,ต้องการ,0.12836887,2.4
987,สอบสวน,ไล่ตาม,0.28633973,2.6
988,ไม่สนใจ,สำรวจ,0.16271809,0.63
989,นำมา,บ่น,0.1956521,0.0
990,เข้า,เป็นหนี้,0.19971819,0.0
991,วาดภาพ,แจ้งให้ทราบ,0.20618574,0.0
992,เตือน,ขาย,0.16950026,0.0
993,ซึมซับ,ครอบครอง,0.20720893,0.42
994,เข้าร่วม,ได้มา,0.33336967,1.35
995,ส่ง,เข้าประชุม,0.24181628,0.1
996,รวบรวม,เข้าประชุม,0.20931987,0.42
997,ซึมซับ,ถอน,0.12080562,0.0
998,เข้าประชุม,มาถึง,0.25530046,1.25
