,w1,w2,predict,actual
457,น้ำกุหลาบ,น้ำมันดอกกุหลาบ,0.8659683,2.81
458,ผลไม้รสเปรี้ยว,ส้มโอ,0.3912695,2.28
459,พระราชินิวิคตอเรีย,ประเทศอังกฤษ,0.476762,2.23
460,กีฬาโอลิมปิก,น้ำใจ,0.088542484,1.13
461,บาทหลวง,มุสลิม,0.30541682,1.3
462,มนุษย์,ผู้ต้องสงสัย,0.26660007,0.89
463,อุกกาบาต,โลก,0.3272027,1.39
464,สัญลักษณ์,สัญญาณ,0.31220382,2.42
465,มานุษยวิทยา,นิวยอร์ก,0.24029948,0.27
466,พระอาทิตย์ตก,โต๊ะ,0.23320538,0.0
467,เมือง,เมืองใหญ่,0.49229607,3.28
468,แจ็กเก็ต,น้ำแร่,0.1315801,0.0
469,ธรรมชาติ,พืชพรรณ,0.3511431,2.45
470,ซับรูทีน,คอมไพเลอร์,0.010502377,1.31
471,เมืองฮอมาดอน,กรุงโรม,0.35988328,1.36
472,ร่ม,เครื่องทำความร้อน,0.24979796,0.39
473,เกียรติ,เคารพนับถือ,0.29597652,2.44
474,เหรียญตรา,เกียรติ,0.14204474,2.19
475,เคเอฟซี,แมคโดนัลด์,0.0854394,3.17
476,จอยสติ๊ก,เรดาร์,0.18318968,0.83
477,ข้าวบาสมาติก,ข้าวหอมมะลิ,0.70904917,3.08
478,เหรียญ,ผู้ฝึก,0.05826795,0.77
479,กฎ,สระว่ายน้ำ,-0.0257918,1.14
480,ที่มา,กล่อง,0.22758104,0.16
481,โรงละคร,แบตเตอรี่,0.1466784,0.0
482,พืชพรรณ,เว็บเบราเซอร์,0.51215225,0.0
483,เสื้อเชิ้ต,เสื้อไหมพรม,0.81216,2.89
484,บทกวี,จังหวะ,0.07247425,1.25
485,ศาสดา,นักบวช,0.26262423,2.08
486,รางวัลออสการ์,สนามกีฬา,0.40674794,0.06
487,แบคแกมมอน,โก,0.105208516,0.47
488,ผีเสื้อ,กุหลาบ,0.25327477,1.23
489,รั้ว,กระโดด,0.3608902,0.98
490,ลัทธิทำลาย,ภาพยนตร์,0.27591252,0.19
491,ดาวเคราะห์น้อย ,ดาว,0.24776852,3.02
492,จลาจล,การวาดภาพ,0.13782214,0.13
493,ชุดชั้นใน,ร่างกาย,0.0555262,1.2
494,โบอิ้ง,เครื่องบิน,0.50624937,2.84
495,นักแสดงรับเชิญผ่านหน้ากล้อง,การแสดง,0.17810912,2.39
496,ภาคการศึกษา,เทอม,0.2629032,3.78
497,ส้ม,สกุลส้ม,0.158059,1.92
498,ธารน้ำแข็ง,ภาวะโลกร้อน,0.48744127,1.59
499,อุโมงค์,เส้นทาง,0.2966996,1.84
