,w1,w2,predict,actual
458,ผลไม้รสเปรี้ยว,ส้มโอ,0.61505246,2.28
459,พระราชินิวิคตอเรีย,ประเทศอังกฤษ,0.47649303,2.23
460,กีฬาโอลิมปิก,น้ำใจ,0.1974431,1.13
461,บาทหลวง,มุสลิม,0.29785186,1.3
462,มนุษย์,ผู้ต้องสงสัย,0.22081706,0.89
463,อุกกาบาต,โลก,0.31071836,1.39
464,สัญลักษณ์,สัญญาณ,0.2806504,2.42
465,มานุษยวิทยา,นิวยอร์ก,0.2720544,0.27
466,พระอาทิตย์ตก,โต๊ะ,0.21549234,0.0
467,เมือง,เมืองใหญ่,0.63298917,3.28
468,แจ็กเก็ต,น้ำแร่,0.21259752,0.0
469,ธรรมชาติ,พืชพรรณ,0.49673682,2.45
470,ซับรูทีน,คอมไพเลอร์,0.5163109,1.31
471,เมืองฮอมาดอน,กรุงโรม,0.5715314,1.36
472,ร่ม,เครื่องทำความร้อน,0.27822986,0.39
473,เกียรติ,เคารพนับถือ,0.30438185,2.44
474,เหรียญตรา,เกียรติ,0.3144098,2.19
475,เคเอฟซี,แมคโดนัลด์,0.5514966,3.17
476,จอยสติ๊ก,เรดาร์,0.38885096,0.83
477,ข้าวบาสมาติก,ข้าวหอมมะลิ,0.75683177,3.08
478,เหรียญ,ผู้ฝึก,0.076183416,0.77
479,กฎ,สระว่ายน้ำ,0.11884424,1.14
480,ที่มา,กล่อง,0.14863595,0.16
481,โรงละคร,แบตเตอรี่,0.16111673,0.0
482,พืชพรรณ,เว็บเบราเซอร์,0.20127371,0.0
483,เสื้อเชิ้ต,เสื้อไหมพรม,0.7399699,2.89
484,บทกวี,จังหวะ,0.261024,1.25
485,ศาสดา,นักบวช,0.29470488,2.08
486,รางวัลออสการ์,สนามกีฬา,0.18370345,0.06
487,แบคแกมมอน,โก,0.2762043,0.47
488,ผีเสื้อ,กุหลาบ,0.2548247,1.23
489,รั้ว,กระโดด,0.31603283,0.98
490,ลัทธิทำลาย,ภาพยนตร์,0.20605497,0.19
491,ดาวเคราะห์น้อย ,ดาว,0.59079057,3.02
492,จลาจล,การวาดภาพ,0.11419159,0.13
493,ชุดชั้นใน,ร่างกาย,0.27877355,1.2
494,โบอิ้ง,เครื่องบิน,0.66541606,2.84
495,นักแสดงรับเชิญผ่านหน้ากล้อง,การแสดง,0.49198937,2.39
496,ภาคการศึกษา,เทอม,0.45353073,3.78
497,ส้ม,สกุลส้ม,0.6617352,1.92
498,ธารน้ำแข็ง,ภาวะโลกร้อน,0.4770777,1.59
499,อุโมงค์,เส้นทาง,0.4506045,1.84
