,w1,w2,predict,actual
514,หัวหน้า,นายกเทศมนตรี,0.41359487,3.54
515,นักบวช,รัฐมนตรี,0.1881686,0.21
516,เมตร,นิ้ว,0.54547983,3.85
517,ใยสังเคราะห์,ฝ้าย,0.45280865,3.85
518,ทนายความ,นายธนาคาร,0.44485894,0.52
519,ไวโอลิน,เครื่องดนตรี,0.68324953,5.21
520,ค่าย,กระท่อม,0.13209385,1.46
521,หม้อ,เครื่องใช้,0.42224005,4.17
522,ผ้าลินิน,ผ้า,0.75395113,5.94
523,วิสกี้,แชมเปญ,0.39812267,5.1
524,เด็กผู้หญิง,เด็ก,0.65146744,5.63
525,กระท่อม,กระท่อม,1.0,10.0
526,นก,แม่ไก่,0.38710946,3.33
527,เสียงรบกวน,สัญญาณรบกวน,0.77954036,6.46
528,พระอาทิตย์ตก,ตอนเย็น,0.49409944,5.31
529,ละอองฝน,ฝน,0.6106453,6.25
530,ผู้ใหญ่,ทารก,0.43336836,1.88
531,ถ่าน,ถ่านหิน,0.65029675,5.94
532,ร่างกาย,กระดูกสันหลัง,0.50639427,2.71
533,หัว,เล็บ,0.25911275,2.29
534,ท่อนซุง,ไม้,0.5698471,5.52
535,ช้อน,ถ้วย,0.3845527,3.33
536,ร่างกาย,เส้นประสาท,0.5027206,3.33
537,ผู้ชาย,สามี,0.44696996,3.54
538,กระดูก,คอ,0.2995822,2.71
539,ความผิดหวัง,ความโกรธ,0.5471277,2.81
540,แม่น้ำ,ทะเล,0.51383233,4.06
541,ภารกิจ,งาน,0.2414738,6.04
542,สโมสร,สังคม,0.15232073,4.06
543,ภาพสะท้อน,ภาพ,0.5981126,4.27
544,เจ้าชาย,กษัตริย์,0.55676246,4.27
545,หิมะ,สภาพอากาศ,0.44689155,4.38
546,คน,พรรค,0.22812586,1.56
547,เด็กผู้ชาย,พี่น้องชาย,0.3119535,3.23
548,ราก,หญ้า,0.35964012,2.92
549,คิ้ว,ตา,0.303119,3.13
550,เงิน,ไข่มุก,0.25114554,2.19
551,เงิน,เพชร,0.2968548,2.19
552,พาหนะ,รถบัส,0.4048894,5.42
553,แท็กซี่,รถบัส,0.6008874,4.58
554,บ้าน,ยุ้งฉาง,0.38306317,2.19
555,นิ้วมือ,ฝ่ามือ,0.57204443,3.23
556,รถยนต์,สะพาน,0.30966675,1.56
557,ความพยายาม,ความยาก,0.50664085,2.5
558,ความจริง,เข้าใจ,0.56369567,1.04
559,งาน,การจัดการ,0.2996544,2.4
560,มะเร็ง,โรคภัย,0.506125,5.21
561,คำ,หนังสือพิมพ์,0.22393218,1.98
562,นักแต่งเพลง,นักเขียน,0.6379576,4.79
563,นักแสดงชาย,นักร้อง,0.60241073,3.13
564,ที่พัก,กระท่อม,0.4510023,5.52
565,ห้องน้ำ,ห้องครัว,0.7303749,3.54
566,กระท่อม,กระท่อม,1.0,10.0
567,ประตู,ห้องครัว,0.3139774,1.88
568,คุณค่า,ความเชื่อ,0.3818168,1.67
569,ภูมิปัญญา,ความฉลาด,0.5452786,4.48
570,ความไม่รู้,ความฉลาด,0.5350089,1.15
571,ความสุข,โชคดี,0.28521794,2.29
572,ความคิด,โครงการ,0.24409439,1.35
573,อารมณ์,อารมณ์,0.9999999,8.96
574,ความสุข,ความสงบ,0.34328288,3.75
575,สิ้นหวัง,ความทุกข์ยาก,0.5993493,4.06
576,ตรรกะ,คณิตศาสตร์,0.46211985,5.31
577,ปฏิเสธ,ยอมรับ,0.5983387,1.77
578,ข้อโต้แย้ง,คำวิจารณ์,0.32272342,3.65
579,การรุกราน,การมุ่งร้าย,0.5270896,5.73
580,ความบ้าคลั่ง,ความสับสน,0.5268604,2.81
581,เคมี,ทฤษฎี,0.3385891,2.6
582,การทดลอง,คำตัดสิน,0.19674288,1.04
583,ความสะดวกสบาย,ความปลอดภัย,0.517022,2.71
584,ความมั่นใจ,ตนเอง,0.4011258,1.15
585,วิสัยทัศน์,การรับรู้,0.3532189,1.35
586,ยุคสมัย,ทศวรรษ ,0.35028937,3.65
587,ชีวประวัติ,นวนิยาย,0.53162295,2.6
588,การอภิปราย,ข้อโต้แย้ง,0.4906944,3.75
589,รหัส,สัญลักษณ์,0.32881406,3.65
590,อันตราย,โรค,0.2891275,3.33
591,อุบัติเหตุ,ภัยพิบัติ,0.5314564,3.54
592,การเดินทาง,การเดินทาง,1.0,10.0
593,กิจกรรม,การเคลื่อนไหว,0.39569622,3.85
594,การนินทา,ข่าว,0.26977378,2.08
595,พ่อ,พระเจ้า,0.30210602,0.73
596,การกระทำ,หลักสูตร,0.18543577,0.73
597,ไข้,ความเจ็บป่วย,0.50943637,6.35
598,การบิน,เที่ยวบิน,0.7311489,5.31
599,เกม,การกระทำ,0.21081209,1.67
600,โมเลกุล,อากาศ,0.26520345,2.92
601,บ้าน,รัฐ,0.12937097,0.63
602,คำ,วรรณกรรม,0.27616948,2.71
603,ผู้ใหญ่,ผู้ปกครอง,0.30840513,5.21
604,หนังสือพิมพ์,ข่าวสาร,0.45207042,5.83
605,การสื่อสาร,โทรทัศน์,0.34967157,3.65
606,ลูกพี่ลูกน้อง,ลุง,0.4624614,2.92
607,ผู้เขียน,ผู้อ่าน,0.59062105,3.13
608,ผู้ชาย,หุ้นส่วน,0.14301687,0.73
609,พื้นที่,มุม,0.27061772,2.08
610,บทกวี,เพลง,0.45256117,3.96
611,ผนัง,การตกแต่ง,0.5510071,2.6
612,คำ,หน้า,0.18762876,0.63
613,พยาบาล,นักวิทยาศาสตร์,0.28663936,1.88
614,นักการเมือง,ประธาน,0.36820933,1.67
615,ประธาน,นายกเทศมนตรี,0.40874022,2.81
616,หนังสือ,เรียงความ,0.49248368,3.23
617,ผู้ชาย,นักรบ,0.36871493,2.5
618,บทความ,วารสาร,0.6123878,5.21
619,อาหารเช้า,อาหารเย็น,0.8039661,4.06
620,ฝูงชน,ขบวนแห่,0.37223023,3.65
621,ทางเดินระหว่างที่นั่ง,ห้องโถง,0.5272082,2.71
622,ครู,อาจารย์ในศาสนายิว,0.52759016,4.48
623,สะโพก,ริมฝีปาก,0.4668929,2.5
624,หนังสือ,บทความ,0.42721117,4.48
625,ห้อง,เซลล์,0.1652401,0.63
626,กล่อง,บูธ,0.21071923,0.83
627,ลูกสาว,เด็ก,0.38811114,3.65
628,แขนขา,ขา,0.6077131,3.85
629,ตับ,ปอด,0.54767853,3.65
630,ห้องเรียน,ห้องโถง,0.46583113,2.29
631,ภูเขา,หิ้ง,0.41713977,0.21
632,รถยนต์,ลิฟต์,0.3357267,0.21
633,เตียง,โซฟา,0.31415048,3.23
634,เสื้อผ้า,กระดุม,0.4477881,3.54
635,เสื้อผ้า,เสื้อคลุม,0.5566491,5.0
636,ไต,อวัยวะ,0.2904288,4.27
637,แอปเปิ้ล,ซอส,0.30552498,0.31
638,ไก่,สเต็ก,0.39851785,3.02
639,รถ,ท่อ,0.251985,2.5
640,ยาสูบ,บุหรี่,0.5801388,7.08
641,นักเรียน,ศาสตราจารย์,0.24713686,3.13
642,ทารก,ลูกสาว,0.33428246,3.33
643,ท่อ,ซิการ์,0.33069247,0.63
644,นม,น้ำผลไม้,0.5630916,2.5
645,กล่อง,บุหรี่,0.3235523,1.67
646,อพาร์ทเม้น,โรงแรม,0.54964775,5.63
647,ถ้วย,รูปกรวย,0.26043305,1.35
648,ม้า,วัว,0.53520536,3.23
649,ลำคอ,จมูก,0.6279667,3.44
650,กระดูก,ฟัน,0.45431992,3.75
651,กระดูก,ข้อศอก,0.5844743,3.54
652,เบคอน,ถั่ว,0.26941067,1.67
653,ถ้วย,โถ,0.37037942,2.71
654,พิสูจน์,ความจริง,0.563295,4.27
655,การแต่งตั้ง,การหมั้น,0.41035149,0.94
656,วันเกิด,ปี,0.26462537,2.5
657,คำ,เงื่อนงำ,0.24666242,0.73
658,ผู้เขียน,ผู้สร้าง,0.41375935,3.75
659,อะตอม,คาร์บอน,0.6242366,3.23
660,หัวหน้าบาทหลวง,พระราชาคณะ,0.43387994,3.85
661,จดหมาย,ย่อหน้า,0.3063125,2.71
662,หน้ากระดาษ,ย่อหน้า,0.3925439,2.4
663,หอสูง,โบสถ์,0.36306673,1.56
664,กล้ามเนื้อ,กระดูก,0.56950265,3.33
665,กล้ามเนื้อ,ลิ้น,0.4417656,3.23
666,เด็กผู้ชาย,ทหาร,0.2729993,1.77
667,หน้าท้อง,ส่วนท้อง,0.2886259,5.42
668,ผู้ชาย,เด็กหญิง,0.54480016,2.08
669,เตียง,เก้าอี้,0.38157102,2.92
670,เสื้อผ้า,แจ็คเก็ต,0.4832661,5.42
671,ปืน,มีด,0.43593532,3.96
672,ดีบุก,โลหะ,0.5310501,4.48
673,ขวด,ภาชนะ,0.5345051,4.9
674,แม่ไก่,ไก่งวง,0.49010643,4.48
675,เนื้อ,ขนมปัง,0.36017242,2.5
676,แขน,กระดูก,0.4638681,3.54
677,คอ,กระดูกสันหลัง,0.27126995,3.65
678,แอปเปิ้ล,มะนาว,0.39742967,2.71
679,ความทุกข์ทรมาน,ความเศร้าโศก,0.63103545,5.42
680,การบ้าน,ภารกิจ,0.28130257,4.48
681,กลางคืน,รุ่งอรุณ,0.41828462,2.71
682,อาหารเย็น,ซุป,0.5394386,2.6
683,ลูกวัว,วัว,0.6129345,5.94
684,หิมะ,พายุ,0.36734632,3.33
685,เล็บ,มือ,0.4597717,3.54
686,สุนัข,ม้า,0.47999328,2.4
687,แขน,คอ,0.3269111,2.81
688,ลูกบอล,ถุงมือ,0.45768073,1.56
689,ไข้หวัด,ไข้,0.7039159,7.19
690,ค่าธรรมเนียม,เงินเดือน,0.5371772,0.83
691,เส้นประสาท,สมอง,0.6059908,4.17
692,สัตว์ป่า,สัตว์,0.58701885,6.77
693,อาหารเย็น,ไก่,0.45134163,1.77
694,เด็กหญิง,แม่บ้าน,0.40532476,1.04
695,เด็ก,เด็กผู้ชาย,0.636559,5.83
696,แอลกอฮอล์,ไวน์,0.45489132,6.15
697,จมูก,ปาก,0.6015112,3.44
698,ถนน,รถ,0.3885101,3.02
699,ระฆัง,ประตู,0.22759962,0.1
700,กล่อง,หมวก,0.35649356,0.1
701,ความเชื่อ,ความประทับใจ,0.24693808,0.52
702,อคติ,ความคิดเห็น,0.49153793,1.15
703,ความสนใจ,ความตระหนัก,0.49122325,2.4
704,ความโกรธ,อารมณ์,0.5448987,4.69
705,ความงดงาม,สไตล์,0.35969207,2.19
706,ความงาม,อายุ,0.1338646,1.67
707,หนังสือ,กระทู้,0.31331015,1.04
708,เพื่อน,มารดา,0.32335058,0.94
709,วิตามิน,เหล็ก,0.35675192,1.98
710,รถ,โรงงาน,0.29931262,1.56
711,ข้อตกลง,เงื่อนไข,0.5301799,7.19
712,บท,ทางเลือก,0.047726136,0.42
713,คณิตศาสตร์,จังหวะ,0.103079595,0.0
714,ผู้ชนะ,การมีอยู่,0.08172518,0.0
715,ความเชื่อ,ดอกไม้,0.1920574,0.1
716,ผู้ชนะ,เป้าหมาย,0.1881169,1.67
717,เคล็ดลับ,ขนาด,0.07001268,0.42
718,ทางเลือก,หลอดเลือดดำ,0.30226734,0.0
719,เพลงสรรเสริญ,ชัยชนะ,0.37153536,1.77
720,ทนทาน,วงดนตรี,0.059725326,0.0
721,คุก,ทางเลือก,0.021017998,0.1
722,เงื่อนไข,เด็กผู้ชาย,0.0787653,0.0
723,ดอกไม้,ความอดทน,0.23672539,0.0
724,หลุม,ข้อตกลง,0.06418137,0.0
725,แพทย์,อารมณ์,0.16293928,0.1
726,ชมรม,ประตู,0.09950012,0.0
727,ภารกิจ,ผู้หญิง,0.1283509,0.0
728,ชมรม,กีฬาเบสบอล,0.4072555,2.92
729,เหรียญเซนต์,ขนาด,0.20854405,0.31
730,การมี,ประตู,0.098808825,0.21
731,หนู,การจัดการ,0.076903276,0.0
732,ภารกิจ,ทางหลวง,0.21570352,0.0
733,สุรา,ศตวรรษ,0.13418248,0.21
734,ภารกิจ,ฟางข้าว,0.17377217,0.0
735,เกาะ,ภารกิจ,0.1878364,0.0
736,กลางคืน,บท,0.09729162,0.0
737,มลพิษ,ประธาน,0.069228254,0.21
738,ปืน,เคล็ดลับ,0.16794075,0.31
739,อ่างอาบน้ำ,เล่ห์เหลี่ยม,0.13853776,0.0
740,อาหาร,แอปเปิ้ล,0.25321898,3.23
741,เหรียญเซนต์,ภรรยา,0.20500758,0.0
742,บท,หาง,0.16251588,0.0
743,หลักสูตร,กระเพาะอาหาร,0.116201475,0.0
744,เพลงสรรเสริญ,ฟางข้าว,0.20215285,0.0
745,ทันตแพทย์,พันเอก,0.32868537,0.42
746,ภรรยา,ฟางข้าว,0.11575083,0.0
747,หลุม,ภรรยา,0.16180144,0.0
748,นักเรียน,ประธาน,0.23345193,1.15
749,อ่างอาบน้ำ,ภรรยา,0.28382242,0.31
750,คน,เหรียญเซนต์,0.261387,0.0
751,สูตร,บันทึก,0.20015098,1.15
752,สุภาพสตรี,ขนสัตว์,0.28893194,0.21
753,แอปเปิ้ล,แสงอาทิตย์,0.17291193,0.0
754,ปืน,รุ่งอรุณ,0.17506105,0.0
755,อาหาร,เอว,0.1562082,0.21
756,กล้องถ่ายรูป,ประธาน,0.12894723,0.0
757,สุรา,วงดนตรี,0.1722313,1.04
758,พุง,เส้นเลือด,0.16839272,2.08
759,ปืน,ขนสัตว์,0.2305326,0.1
760,โซฟา,เบสบอล,0.11721263,0.0
761,แรงงาน,กล้องถ่ายรูป,0.1575696,0.21
762,ชั้น,หนู,0.105466805,0.1
763,ข้าว,เด็กผู้ชาย,0.1912339,0.0
764,คน,ปืน,0.22257988,0.42
765,หน้าผา,หาง,0.30863255,0.0
766,ข้อเท้า,หน้าต่าง,0.23257294,0.0
767,เจ้าหญิง,เกาะ,0.20809366,0.0
768,ภาชนะ,เม้าส์,0.156303,0.0
769,รถบรรทุก,ภาชนะ,0.28682634,0.31
770,คน,บอลลูน,0.15761055,0.21
771,ดอลลาร์,คน,0.24332562,0.52
772,อ่างอาบน้ำ,บอลลูน,0.33646765,0.0
773,กระเพาะอาหาร,ห้องนอน,0.1979372,0.0
774,จักรยาน,ห้องนอน,0.21408865,0.0
775,บันทึก,อ่างอาบน้ำ,0.16013555,0.0
776,ชาม,หาง,0.19770057,0.0
777,ไป,มา,0.5666855,2.08
778,หยิบ,ขโมย,0.4160233,2.71
779,ฟัง,ได้ยิน,0.589159,6.25
780,คิด,ให้เหตุผล,0.38236752,3.85
781,เกิดขึ้น,เกิดขึ้น,1.0,10.0
782,หายไป,หายไป,1.0000001,10.0
783,คูณ,หาร,0.5324606,4.17
784,วิงวอน,ร้องขอ,0.42397973,7.29
785,เริ่ม,ริเริ่มจาก,0.44444343,8.54
786,ป้องกัน,แก้ต่าง,0.26507863,2.81
787,ฆ่า,ทำลาย,0.5764157,4.79
788,สร้าง,ทำ,0.3140487,6.15
789,ยอมรับ,ปฏิเสธ,0.5983387,2.29
790,มองข้าม,หลบเลี่ยง,0.3830314,3.44
791,พกพา,นำมา,0.25363615,6.04
792,ออกจาก,เข้า,0.44706544,2.29
793,เลือก,เลือก,1.0,10.0
794,สูญเสีย,ล้มเหลว,0.3810469,3.96
795,ส่งเสริม,กีดกัน,0.29771084,1.56
796,บรรลุ,ทำสำเร็จ,0.4031955,7.5
797,ทำ,สร้าง,0.3140487,5.83
798,ฟัง,เชื่อฟัง,0.4056507,4.69
799,แจ้ง,แจ้งให้ทราบ,0.58204937,8.33
800,รับ,ให้,0.4121463,3.02
801,ยืม,ขอ,0.19225438,3.85
802,หยิบ,ได้รับ,0.14058907,2.29
803,แนะนำ,แนะนำ,1.0000001,10.0
804,เลียนแบบ,วาดภาพ,0.4283296,1.88
805,ชนะ,สำเร็จ,0.38099316,4.27
806,คิด,ตัดสิน,0.29148024,2.71
807,ทักทาย,พบ,0.21671309,2.29
808,เห็นด้วย,โต้เถียง,0.47152263,1.77
809,เพลิดเพลิน,ทำให้เพลิดเพลิน,0.9514999,6.46
810,ทำลาย,สร้าง,0.42144904,2.5
811,ประหยัด,ป้องกัน,0.154892,0.42
812,ให้,ยืม,0.24624076,2.5
813,เข้าใจ,รับรู้,0.5694009,4.17
814,หยิบ,ได้รับ,0.14058907,2.4
815,ยอมรับ,รับทราบ,0.3862766,4.27
816,ตัดสินใจ,เลือก,0.41903222,5.63
817,ยอมรับ,เชื่อ,0.4286925,3.85
818,เก็บ,ครอบครอง,0.30257955,4.06
819,เตร่,ระเหเร่ร่อน,0.6079867,6.98
820,สำเร็จ,ล้มเหลว,0.4353537,1.98
821,ใช้จ่าย,ประหยัด,0.45470557,2.4
822,ออกจาก,ไป,0.49854442,4.17
823,มา,เข้าร่วม,0.25167152,3.33
824,ทราบ,เชื่อ,0.5522023,1.67
825,ชุมนุม,พบ,0.15561573,2.71
826,ทำ,ได้รับ,0.21762489,1.46
827,ลืม,มองข้าม,0.36258993,3.85
828,คูณ,บวก,0.33564082,4.06
829,หด,เติบโต,0.20140298,1.56
830,มาถึง,ออกจาก,0.4309812,1.56
831,สำเร็จ,ลอง,0.20066571,1.04
832,ยอมรับ,ปฏิเสธ,0.5983387,1.77
833,มาถึง,มา,0.48851708,5.31
834,เห็นด้วย,เห็นต่าง,0.5080262,2.4
835,ส่ง,รับ,0.49121505,2.29
836,ชนะ,ครอบงำ,0.23529121,0.94
837,บวก,หาร,0.35002846,3.96
838,ฆ่า,สำลัก,0.43596092,0.21
839,ได้มา,ได้รับ,0.29276723,5.52
840,มีส่วนร่วม,เข้าร่วม,0.44683334,5.42
841,ออกจาก,คงอยู่,0.32645962,1.77
842,ไป,เข้า,0.42409998,2.71
843,เอา,พกพา,0.15806474,2.4
844,ลืม,เรียนรู้,0.33975586,1.56
845,แต่งตั้ง,เลือกตั้ง,0.4298838,3.44
846,ว่าจ้าง,แต่งงาน,0.35673404,0.1
847,ถาม,อธิษฐาน,0.34629437,0.52
848,ไป,ส่ง,0.4551917,1.98
849,เอา,ส่งมอบ,0.12988421,1.46
850,พูด,ได้ยิน,0.39503348,2.08
851,วิเคราะห์,ประเมินผล,0.52563924,4.48
852,โต้เถียง,คิดด้วยเหตุผล,0.4112042,1.98
853,เสียไป,เก็บไว้,0.30188525,1.56
854,เปรียบเทียบ,วิเคราะห์,0.5298547,4.27
855,ทำให้สับสน,จัดระเบียบ,0.26560387,1.46
856,ไป,อนุญาต,0.33831,1.35
857,เอา,ครอบครอง,0.3400603,3.33
858,เรียนรู้,ฟัง,0.33022055,3.44
859,ทำลาย,สร้าง,0.42144904,2.08
860,สร้าง,สร้าง,1.0,10.0
861,ขโมย,ซื้อ,0.43019643,1.04
862,ฆ่า,แขวน,0.22772096,0.42
863,ลืม,รับรู้,0.2848256,1.25
864,สร้าง,จินตนาการ,0.29653668,1.46
865,ทำ,เกิดขึ้น,0.29526567,2.08
866,ชนะ,ทำสำเร็จ,0.37629825,5.1
867,ให้,ปฏิเสธ,0.36129263,1.77
868,คู่ควร,ได้รับ,0.23748888,2.6
869,ได้รับ,วาง,0.15740535,0.94
870,ตั้งอยู่,ค้นหา,0.041588426,0.31
871,ปรากฏ,เข้าร่วม,0.095854536,0.83
872,เข้าใจ,จับความ,0.37153092,3.13
873,แกล้งทำ,จินตนาการ,0.30943817,0.73
874,พอใจ,โปรด,0.31799746,3.65
875,หวงแหน,เก็บไว้,0.44758207,3.13
876,โต้เถียง,แตกต่าง,0.28824133,2.71
877,เอาชนะ,ครอบงำ,0.28873628,1.15
878,ประพฤติ,เชื่อฟัง,0.49498934,1.35
879,ร่วมมือกัน,มีส่วนร่วม,0.50844866,5.21
880,บรรลุ,พยายาม,0.2555718,1.98
881,ล้มเหลว,กีดกัน,0.21112597,0.83
882,เริ่ม,เลิก,0.43815076,1.98
883,พูด,มีส่วนร่วม,0.21514136,1.35
884,มา,พามา,0.47894093,3.13
885,ประกาศ,ประกาศ,1.0,10.0
886,อ่าน,เข้าใจ,0.42061853,2.4
887,หยิบ,จากไป,0.30186877,0.42
888,ประกาศ,ประกาศ,1.0,10.0
889,ได้รับ,ได้รับ,1.0000001,10.0
890,สรุป,ตัดสินใจ,0.20045228,3.54
891,โปรด,วิงวอน,0.40947953,3.23
892,โต้เถียง,พิสูจน์,0.3301401,0.94
893,ถาม,ขอร้อง,0.50457007,1.77
894,ค้นหา,สูญหาย,0.2586062,2.6
895,ตรวจ,ตรวจสอบ,0.62137705,7.29
896,ตรวจสอบ,แสดงเหตุผล,0.3843913,1.88
897,สมมติ,ทำนาย,0.3313095,3.44
898,เรียนรู้,ประเมิน,0.2514222,1.25
899,โต้เถียง,แสดงเหตุผล,0.45150706,3.44
900,สร้าง,กลายเป็น,0.26917154,0.73
901,ค้นพบ,ริเริ่มจาก,0.29390523,2.71
902,บรรลุ,สำเร็จ,0.43584228,6.98
903,ให้,วาง,0.21127635,1.35
904,เข้าใจ,ฟัง,0.44264388,1.98
905,ขยายตัว,เติบโต,0.5218802,6.25
906,ยืม,ขาย,0.28645632,0.63
907,เก็บไว้,ป้องกัน,0.25121745,1.77
908,อธิบาย,พิสูจน์,0.41544813,3.23
909,สันนิษฐาน,แกล้งทำ,0.20634799,0.42
910,เห็นด้วย,โปรด,0.2609897,0.73
911,ให้อภัย,ลืม,0.46359518,0.83
912,ขยายความ,อธิบาย,0.53219354,6.25
913,เข้าใจ,ให้อภัย,0.41947028,2.4
914,เตือน,ลืม,0.33441302,1.98
915,ได้รับ,เหลืออยู่,0.236991,0.78
916,ตระหนักถึง,ค้นพบ,0.2584092,1.35
917,ต้องการ,สอบถาม,0.28417367,0.83
918,มองข้าม,ถาม,0.407916,0.52
919,คิด,สอบถาม,0.3268409,0.73
920,ปฏิเสธ,หลีกเลี่ยง,0.37879226,3.75
921,เถียง,ชักชวน,0.2775889,0.0
922,ไล่ตาม,โน้มน้าว,0.33823755,0.73
923,ยอมรับ,ยกโทษให้,0.454085,1.98
924,ทำ,เลิก,0.2407742,1.25
925,สอบสวน,ตรวจสอบ,0.51602674,5.52
926,อภิปราย,อธิบาย,0.38716903,5.83
927,เป็นหนี้,ให้ยืม,0.46444985,2.5
928,สำรวจ,ค้นพบ,0.44291368,3.65
929,ร้องเรียน,โต้เถียง,0.3500238,1.77
930,ถอน,ปฏิเสธ,0.4282409,1.46
931,เก็บ,ยืม,0.17277363,1.35
932,ขอร้อง,ถาม,0.50457007,1.35
933,เตรียมการ,จัดระเบียบ,0.329577,2.5
934,ลด,หด,0.3115444,5.21
935,พูด,รับทราบ,0.20379406,1.35
936,ให้,ยืม,0.24624076,1.67
937,ฆ่า,แก้ต่าง,0.4100883,0.21
938,หายไป,หด,0.36908337,0.94
939,ส่งมอบ,พกพา,0.24895574,0.0
940,หายใจ,สำลัก,0.5767292,2.29
941,รับทราบ,แจ้งให้ทราบ,0.57829374,3.23
942,กลายเป็น,ดูเหมือน,0.3254748,2.19
943,แกล้งทำ,ดูเหมือน,0.46755525,2.29
944,ทำสำเร็จ,กลายเป็น,0.3176918,0.83
945,คิด,คิด,0.9999999,10.0
946,กำหนด,ทำนาย,0.25234672,1.98
947,โปรด,ทำให้เพลิดเพลิน,0.35334465,2.08
948,อยู่,คงอยู่,0.5338351,7.19
949,แกล้งทำ,วาดภาพ,0.32024616,0.1
950,ลืม,คงอยู่,0.31218082,0.21
951,ต้องการ,เลือก,0.40341988,2.92
952,สูญหาย,ได้มา,0.17757078,0.73
953,ลอง,คิด,0.2747407,1.35
954,กลายเป็น,ปรากฏ,0.25962588,2.4
955,ออกจาก,มองข้าม,0.18247053,1.04
956,ยอมรับ,แนะนำ,0.36959854,1.15
957,ออกจาก,ระเหเร่ร่อน,0.20909025,2.5
958,เก็บไว้,ให้,0.3721315,1.56
959,ให้,อนุญาต,0.48583272,3.65
960,นำมา,ส่ง,0.18827178,2.81
961,ซึมซับ,เรียนรู้,0.48333555,4.38
962,ศึกษา,ค้นหา,0.20993699,4.9
963,ออกจาก,ปรากฏ,0.18984348,0.0
964,สร้าง,ทำลาย,0.42144904,2.08
965,เริ่ม,ไป,0.38702285,1.15
966,ได้รับ,ซื้อ,0.21350259,1.98
967,สะสม,ประหยัด,0.22477853,2.71
968,แทนที่,ฟื้นฟู,0.24493405,1.46
969,เข้าร่วม,บวก,0.076904096,1.04
970,เข้าร่วม,แต่งงาน,0.29499477,0.31
971,ยอมรับ,ส่งมอบ,0.2182312,1.04
972,แนบ,เข้าร่วม,0.058399606,0.31
973,วาง,แขวน,0.33761644,2.92
974,ไป,ขาย,0.31129274,0.42
975,สื่อสาร,อธิษฐาน,0.04793658,0.0
976,ให้,ขโมย,0.27417,1.04
977,เพิ่ม,สร้าง,0.3696957,3.54
978,นำมา,ฟื้นฟู,0.1359409,1.04
979,เข้าใจ,พอใจ,0.40875563,1.15
980,วาดภาพ,ตัดสินใจ,0.23965882,0.21
981,จัดระเบียบ,กลายเป็น,0.17630462,0.1
982,ให้,รู้,0.28588295,0.1
983,พูด,ตรวจสอบ,0.05568626,0.31
984,ร่วมมือ,เข้าร่วม,0.39987496,4.27
985,เตรียมการ,ต้องการ,0.34084904,1.35
986,ยืม,ต้องการ,0.123076506,2.4
987,สอบสวน,ไล่ตาม,0.26636216,2.6
988,ไม่สนใจ,สำรวจ,0.16925037,0.63
989,นำมา,บ่น,0.14710546,0.0
990,เข้า,เป็นหนี้,0.15649745,0.0
991,วาดภาพ,แจ้งให้ทราบ,0.2092619,0.0
992,เตือน,ขาย,0.14437065,0.0
993,ซึมซับ,ครอบครอง,0.21219446,0.42
994,เข้าร่วม,ได้มา,0.32558167,1.35
995,ส่ง,เข้าประชุม,0.21484846,0.1
996,รวบรวม,เข้าประชุม,0.22394246,0.42
997,ซึมซับ,ถอน,0.08156686,0.0
998,เข้าประชุม,มาถึง,0.2993313,1.25
