,w1,w2,predict,actual
458,ผลไม้รสเปรี้ยว,ส้มโอ,0.6312465,2.28
459,พระราชินิวิคตอเรีย,ประเทศอังกฤษ,0.4590368,2.23
460,กีฬาโอลิมปิก,น้ำใจ,0.124981046,1.13
461,บาทหลวง,มุสลิม,0.3818507,1.3
462,มนุษย์,ผู้ต้องสงสัย,0.24890305,0.89
463,อุกกาบาต,โลก,0.38864478,1.39
464,สัญลักษณ์,สัญญาณ,0.22132036,2.42
465,มานุษยวิทยา,นิวยอร์ก,0.17727385,0.27
466,พระอาทิตย์ตก,โต๊ะ,0.20433962,0.0
467,เมือง,เมืองใหญ่,0.5802668,3.28
468,แจ็กเก็ต,น้ำแร่,0.13801447,0.0
469,ธรรมชาติ,พืชพรรณ,0.5819526,2.45
470,ซับรูทีน,คอมไพเลอร์,0.3322926,1.31
471,เมืองฮอมาดอน,กรุงโรม,0.5468972,1.36
472,ร่ม,เครื่องทำความร้อน,0.26147085,0.39
473,เกียรติ,เคารพนับถือ,0.35308668,2.44
474,เหรียญตรา,เกียรติ,0.37005448,2.19
475,เคเอฟซี,แมคโดนัลด์,0.55730134,3.17
476,จอยสติ๊ก,เรดาร์,0.25397006,0.83
477,ข้าวบาสมาติก,ข้าวหอมมะลิ,0.6590504,3.08
478,เหรียญ,ผู้ฝึก,0.069918826,0.77
479,กฎ,สระว่ายน้ำ,0.11967627,1.14
480,ที่มา,กล่อง,0.11857656,0.16
481,โรงละคร,แบตเตอรี่,0.120480925,0.0
482,พืชพรรณ,เว็บเบราเซอร์,0.25321433,0.0
483,เสื้อเชิ้ต,เสื้อไหมพรม,0.6797795,2.89
484,บทกวี,จังหวะ,0.22548516,1.25
485,ศาสดา,นักบวช,0.5231016,2.08
486,รางวัลออสการ์,สนามกีฬา,0.19690004,0.06
487,แบคแกมมอน,โก,0.24517114,0.47
488,ผีเสื้อ,กุหลาบ,0.43169817,1.23
489,รั้ว,กระโดด,0.24823125,0.98
490,ลัทธิทำลาย,ภาพยนตร์,0.3160383,0.19
491,ดาวเคราะห์น้อย ,ดาว,0.5037053,3.02
492,จลาจล,การวาดภาพ,0.17947176,0.13
493,ชุดชั้นใน,ร่างกาย,0.17817989,1.2
494,โบอิ้ง,เครื่องบิน,0.590014,2.84
495,นักแสดงรับเชิญผ่านหน้ากล้อง,การแสดง,0.49888894,2.39
496,ภาคการศึกษา,เทอม,0.486878,3.78
497,ส้ม,สกุลส้ม,0.50933737,1.92
498,ธารน้ำแข็ง,ภาวะโลกร้อน,0.46627155,1.59
499,อุโมงค์,เส้นทาง,0.44580746,1.84
